company,city,product,header,review,mark,date,link
rosgosstrah,Волгоград,ОСАГО,"Восстановление КБМ ,оформление е-ОСАГО","Обратился в РОСГОССТРАХ по поводу восстановления КБМ-выслал им фото-копии документов и даже полюса 12 года-восстановили очень быстро через часок другой и стоимость осаго сразу стала гораздо симпатичнее!Спасибо за это!Однако попытка продлить ОСАГО,но уже в электронном виде оказалась нереальна-перебрасывает на другую компанию Резерв Сервис,замещающий... ",,13 мар 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/226495/?page=358
rosgosstrah,Астрахань,ОСАГО,Затягивают сроки рассмотрения дела,"Попал в ДТП, к помощи автоюристов прибегать не стал, сказали страховые и так нынче нормально платят. Приехал в Росгосстрах, сдал все необходимые документы, подошло время осмотра автомобиля (у автомобиля повреждена вся передняя часть фары, крылья, капот, бампер и всякие мелочи). Независимый эксперт (или НЕ независимый) который сидит в страховой сразу... ",1.0,10 мар 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/226396/?page=359
rosgosstrah,Москва,Туристическая страховка,Возместили только часть суммы,"Страховалась в компании Росгострах (туристическая страховка) поездка в Таиланд. Порезала ногу, потребовалась хирургическая помощь, поскольку у российских страховых компаний не очень хорошая платежная история, то гарантийных писем госпитали не принимают. При обращении в GVA порекомендовали оплатить все самим, а по возвращении обратиться в страховую... ",1.0,07 мар 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/226168/?page=360
rosgosstrah,Санкт-Петербург,ОСАГО,Не дорожат клиентами,"Брали ОСАГО для второй машины (Удобно было ехать на Косыгина в тот день), муж очень воспитанный человек, совершенно не умеет отказывать, менеджер Лариса Владимировна, преклонных лет (офис на Косыгина), впарила ему дополнительное страхование жизни за тысячу рублей, под предлогом что вышел новый закон и для лиц со стажем вождения до трех лет обязательно... ",1.0,01 мар 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225832/?page=361
rosgosstrah,Елец,ОСАГО,Покупка электронного полиса осаго росгосстрах. УДАЧА!,Мой автомобиль калина. В начале был поход в офис Росгосстрах. Там мне предложили продлить полис за 6000 руб.Мне показалось это очень дорого. Диагностическая карта была на руках делал официально 500 руб.,5.0,28 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225753/?page=361
rosgosstrah,Иваново,ОСАГО,Не делают скидку на страховку!,"Страховка закочилась а скидку не делают, хотя стаж уже 4 года! С каждым годом скидка растет! Пришла в прошлый раз ,сказали что в следующий раз будет скидка, и в этот раз прихожу, говорят, скидка не положена.",1.0,28 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225747/?page=361
rosgosstrah,Брянск,ОСАГО,Обман по ОСАГО,"Делал страховку в г Кирове Калужской области, Брянский филиал Росгосстраха в апреле 2016 года.При продаже автомобиля- выяснилось- что страховки, и такого бланка в природе не существует.Деньги взяли 7000 рублей. А номер бланка числится испорченным.Звонил в Россгострах в Брянске. Вежливый молодой человек - сказал что можно написать заявление в службу... ",5.0,27 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225693/?page=362
rosgosstrah,Москва,ОСАГО,Росгосстрах отказывается выплачивать деньги по убытку,"Произошел страховой случай, оформил все документы, предоставил машину на осмотр, после этого сказали что всё хорошо и деньги выплатят на карту которую они предоставили. Прошло уже 60 дней, денег до сих пор нет. Буду подавать в суд так как добровольно они этого делать не собираются. По телефону никакой информации не дают.",1.0,24 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225590/?page=362
rosgosstrah,Москва,ОСАГО,Обман при продаже полисов,У меня подошёл к окончанию срок действия полис ОСАГО. Практически за неделю до этого представители компании Росгосстрах начали обрывать мне телефон звонками своих менеджеров минимум по 5(пять) звонков от разных менеджеров в день. При этом я уже пообщался в самый первый день с одним из сотрудников. При продаже полиса обещают чуть ли не золотые горы:... ,,21 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225442/?page=363
rosgosstrah,Волгоград,ОСАГО,"не оформляют е-осаго, а перенаправляют на других страховщиков","Произвел ввод данных, дошел до последнего этапа и был перенаправлен на сайт ""замещающего"" страховщика. На основании данных ПТС. Только очень странно: ПТС выдан в Питере, я живу в Волгограде, а направлен на страховщика СТЕРХ, который работает на Дальнем востоке и офисов в Волгограде не имеет.",,20 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225356/?page=363
rosgosstrah,Волгоград,ОСАГО,ЖУЛИКИ продают чужие полюса со своей коммисией,"Пришла за полисом в Росгосстрах а выдали полис СК Московия. Эта Компания , которая якобы ""Росгосстрах"", по ул. Историческая, полисы ОСАГО продаёт от любых других страховых компаний, только не от себя , ещё и навязывают компании филиалы которых в Волгограде отсутствуют, ставят перед фактом, типо на Вас упал выбор такой- то компании, но сервер у неё... ",1.0,17 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225296/?page=364
rosgosstrah,Химки,ОСАГО,Электронный полис ОСАГО,"2-х дневный геморрой или ""История моего успеха""...Иногда кажется, что это всё, случается, только с нами.. какие-то невероятные сложности в простых вещах. Купить ОСАГО в Москве, если собственник авто зарегистрирован в другом регионе, оказалось делом, достойным подвига античных героев... Компании или отправляют на осмотр автомобиля на Юго-Запад Москвы,... ",1.0,16 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225222/?page=364
rosgosstrah,Кисловодск,ОСАГО,автострахование ОСАГО,"Здравствуйте уважаемые автоводители, только что сделал страховку на автомобиль, сначала думал начнутся проблемы, потому как в первый раз делаю электронку, но нет, всё прошло гладко и быстро, очень понравилось, без очередей без всякой головомароки, главное подготовить все необходимые документы в электронном виде. а точнее от сканировать их и сохранить... ",5.0,13 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/225065/?page=364
rosgosstrah,Санкт-Петербург,ОСАГО,работать не хотят,Как можно дать оценку этой компание если страховку не могут сделать россиянину не делают страховку на авто.Говорят вы с другова города мы неделоем ездил целый день пре ехал на стачек 17 .говорю что мне пришла смс ваш адрес сотрудник мне говорит если щас не покинети помещение я навас гбр вызву,1.0,05 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224586/?page=366
rosgosstrah,Мурманск,ОСАГО,Грубияны и не воспитанные,"Сегодня 04.02.17, посмотрев на вашем сайте режим работы, вашего офиса по ул. Полярные Зори 4, приехали в 14-50 оформить страховку ОСАГО. Мы заняли очередь, но через две минуты вышла девушка, которая оформляет полиса и в грубой форме, повышенным тоном сказала, что она работает до 15-00, на что люди, сидящие в очереди, показали на телефоне ваш сайт где... ",1.0,04 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224563/?page=366
rosgosstrah,Санкт-Петербург,ОСАГО,"Полис не пришёл в назначенный срок, рассмотрят обращение по этому вопросу в течении 15 РАБОЧИХ дней!","заполнила все документы, отправила копии и оплатила электронный полис ОСАГО. Ждать его нужно в течении 2-х рабочих дней. Через три дня (рабочих!) его не было, оставляла заявки и тех. поддержке и в обратной связи - сказали, ждите ответа ещё 15 рабочих дней! Рабочих - значит 3 недели, пока ответят почему же полиса нет, а там и ещё сколько-нибудь. Конечно,... ",1.0,03 февр 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224493/?page=367
rosgosstrah,Москва,ОСАГО,Электронный страховой полис,"Случилось так что проморгал окончания страховки, и в спешке стал искать варианты получить новой.Была ещё такая проблема, что запамятовал, техосмотр у меня был на 1 или 2 года.Коллеги подсказали, что сейчас популярны онлайн сервисы получения электронных полисов. Нашел сайт Росгосстраха, не хотел в онлайн связываться с чем-то малоизвестным, заполнил... ",5.0,31 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224330/?page=368
rosgosstrah,Санкт-Петербург,ОСАГО,не возвращают денги по расторгнутым договорам,"Купила новую машину старую продала. Нужна была страховка ОСАГО. На проданную машину страховка была оформлена в РОСГОССТРАХе и действительна ещё 6 месяцев. В офисе на улице Тельмана представитель страховой компании уверила, что порядок следующий; новую страховку я должна оплатить полностью, а остаток по старой страховки эта организация обещала вернуть... ",1.0,31 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224307/?page=368
rosgosstrah,Кострома,ОСАГО,Страховка в Росгосстрахе,"Сегодня поехал продлить полис ОСАГО. В результате послал этот Росгосстрах подальше. У меня коэфициент 0,5 - за все время ни разу не попадал в аварии. Страховка ОСАГО для меня 3740р , но чтобы получить за эти деньги полис я должен у них застраховать жизнь - еще 1800р. А мне это надо? Козлы. Поехал и спокойно без лишних вопросов застраховался в ВСК.... ",1.0,31 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224300/?page=368
rosgosstrah,Брянск,ОСАГО,Электронный страховой полис,"опробовал кучу страховых компаний , везде борода. только в росгосстрахе получилось! но только после долгих мучений. если бы мне сразу сказали , что нужна будет куча отсканированых документов и конкретно каких то всё было бы как говорят в одессе ""бенчь"" . а нужны : сканы- 1) птс. пластика. водительских удостоверений (всех вписанных водителей) с двух... ",3.0,31 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224299/?page=368
rosgosstrah,Улан-Удэ,ОСАГО,"Электронное ОСАГО! Поле ""Номер кузова""...","Пошел я, значит, за электронным ОСАГО в Росгосстрах, потому что в офисах обязательно нужно еще и жизнь застраховать, а то и здоровье или идите в другие страховые. Ну практика эта известна, рассказывать не буду.Вот, заполняю я все поля, все вроде бы нормально. А после заполнения данных об автомобиле выходит:""Расчет № 13168226Поле Номер кузова состоит... ",1.0,30 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224173/?page=369
rosgosstrah,Москва,ОСАГО,Сделал осагого за 20 минут Росгосстрах распечатал и все без проблем.,"Я насмотрелся отзывов о страховках,жуть. Но когда сам сделал страховку за 3170 руб то сомнений нет. Были проблемы при оформлении но сейчас я все секреты знаю как оформить. Пробуйте, оформляйте. У вас все получится. Правильно вбивайте данные и все.",5.0,28 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224138/?page=369
rosgosstrah,Москва,ОСАГО,Осаго для РЕГИОНА,Приехал продлевать полис в этом году.Полис стоит 5тыс рублей для региона.И на сайте в электронном виде 5000.А в офисе 5000+7000 РУБ расширение бЕЗ НЕГО ПОЛИС НЕ ПРОДАДИМ .Звонишь на горячую линию говорят только в добровольном порядке расширение .Короче Твари все делают для удобство людей.,1.0,28 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224115/?page=369
rosgosstrah,Омск,ОСАГО,Оформление полиса ОСАГО онлайн,"Четыре дня подряд пыталась оформить полис ОСАГО онлайн, дважды приходило подтверждение, что все документы заполнены корректно, но как оплата вылетает код ошибки, и все. Такая крупная компания должна была подготовится к приему клиентов онлайн. Рассердилась, буду пытаться оформить полис в ВСК",1.0,27 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/224021/?page=370
rosgosstrah,Санкт-Петербург,Каско,Долго решают ,Долго согласовывают по ремонту моей машины Росгосстрах с сервисом . документы подал 8 декабря 2016 в Росгосстрох по каско пригонял 29 декабря 2016 станция на осмотр а сегодня уже 25 января 2017 когда возьмут маю машину в ремонт обещали 20 рабочих дня но уже срок давно истек сколько еще ждать надо,,25 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223920/?page=370
rosgosstrah,Липецк,ОСАГО,Ошибка в полисе,"24.01.2017 оформила полис через интернет,отправляла сканы паспорта,водит.удостоверений и паспорт те.средства. Будьте внимательны,т.к. программа прстоянно перевирает данные по прописке и номерах! В итоге у меня в полисе одна буква в vin номере неправильная и надо ехать в офис,исправлять, обращалась к разработчикам бесполезно! Увидеть и проверить правильность... ",3.0,25 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223877/?page=371
rosgosstrah,Санкт-Петербург,Каско,Мошенники не выполняют условия договора ,Здравствуйте ! автомобиль Газон НЕКСТ был куплен новым с салона 2015 год май и был застрахован ОСАГО и КАСКО и сразу замечу что страховал через официального автодилера у которого договор с указанной страховой компанией в том числе по удаленному урегулирования убытков (УУУ) и ремонту . В декабре 3 на 4 число 2016 год произошел страховой случай в Краснодарском... ,,25 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223864/?page=371
rosgosstrah,Волхов,ОСАГО,выплата после дтп,"Про взаимодействия ничего плохого не скажу.Эта машина застрахована в Ресо.Но был пострадавший,а машина виновника застрахована в росгосстрахе.очень мало оценили,хотя уверяли,что у них теперь все честно.Ремонт с запчастями вышел в 90 тысяч,а насчитали-55.Молодцы,спасибо за обслуживание.",1.0,23 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223778/?page=371
rosgosstrah,Иваново,ОСАГО,нет выплаты по страховому случаю,"06.12.2016 мною было подано заявление на возмещение ущерба в филиал ПАО РОСГОССТРАХА г.Кинешмы Ивановской области документы предоставлены в полном объеме, но по истечению 20 календарных дней, решения по делу так и не принято.27.12.2017 подал досудебную претензию в РЦУУ г.Иваново. Сегодня 23.01.2017 решение по моему делу №14435770 находится в статусе:... ",,23 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223765/?page=371
rosgosstrah,Рязань,ОСАГО,Всё великолепно!,"Всем привет!В этом году 04.01.2017г оформила себе электронный полис ОСАГО в СК Росгосстрах (так как там ранее страховался именно там и качество сервиса данной компании вполне устраивает). Оформила всё с первого раза и без проблем, сразу после оплаты, полис получила на почту, распечатала, кинула в бардачок и не заморачиваюсь. Полис пробивается в РСА,... ",5.0,23 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223750/?page=371
rosgosstrah,Анапа,ОСАГО,"е-ОСАГО,ВАРИАНТ.","2 месяца не мог сделать полис через интернет,проблемы как и у всех. Вчера зашёл в центральный офис ""напихал"" им,общаясь при этом на повышенных тонах,и вот сегодня с первого раза, аш ниверится!!! Правда на полис Я не надеюсь,сделал на месяц за 2 с копейками,чисто ментам тыкать,они период никогда не смотрят. Тут без разницы что липовый за 2 тыщи,что... ",,20 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223621/?page=372
rosgosstrah,Москва,Обслуживание,УЖАСНАЯ СТРАХОВАЯ КОМПАНИЯ,"Не можем добиться ответа с ноября 2016 г. (сегодня 19.01.2017 г.). Четыре раза направляли запрос. Каждый раз отвечают, что ответ направлен на электронную почту, однако мы ничего не получали. Указали другую почту, думаем мало ли, но нет !!! НИЧЕГО ТАК И НЕ ПОЛУЧИЛИ! А вопрос в том, что Росгосстрах должен возвратить оставшиеся деньги по расторгнутому... ",,19 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223559/?page=372
rosgosstrah,Раменское,ОСАГО,Как обманывают в Росгосстрх,"При обращении в Росгосстрах г.Раменское ,агент при оформлении полиса ОСАГО (первичный срок действия с 14.12.2013 по 13.12.2014гг. ССС №0302548014 )обманула меня заявив ,что старый полис СОГЛАСИЕ ВВВ № 0627606797 (период действия 14.12.2012-13.12.2013гг) недействителен и отсутствует в базе РСА. Мой КБМ- 0.55 не будет учитываться. По этой причин мне... ",1.0,19 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223557/?page=372
rosgosstrah,Благовещенск,ОСАГО,Получение электронного полиса,"Сегодня 19.01.17 Г. , на удивление (т.к. попытки оформить электронный полис были с начала января на сайтах разных компаний, в том числе РГС), очень быстро оформила электронный полис ОСАГО на сайте Россгострах. Получилось, примерно, на 30 процентов дешевле, чем у ""барыг"", простите, агентов других компаний нашего города, спасибо законопроекту об ""электронных... ",5.0,19 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223547/?page=372
rosgosstrah,Санкт-Петербург,Каско,Без проблем,"Здравствуйте!Автомобиль Kia Rio 2015г, застрахован ОСАГО и КАСКО в Росгосстрах'e, сразу замечу, что страховался через официального автодилера, у которого договор с указанной страховой компанией в том числе по удаленному урегулированию убытков (УУУ) и ремонту. В ноябре 2016г произошел страховой случай, по которому необходимо было заменить крышу, лобовое... ",5.0,17 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223343/?page=373
rosgosstrah,Реутов,ОСАГО,О сотрудниках,"Решили оформить ОСАГО в Росгосстрах. Предварительно позвонили на горячую линию, узнали режим работы, затем в сам офис. В итоге приехали, а офис закрыт. Прождали 3 часа, позвонили снова на горячую линию, и получили в ответ: ну приезжайте в другой день, у нас нет никакой информации, почему офис не работает...( хочу заметить, что ехали с другого города,... ",1.0,15 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223233/?page=374
rosgosstrah,Майский,ОСАГО,е-ОСАГО закон в действии.,"Срок полиса ОСАГО,купленного в РГС в электронном виде,истёк в конце декабря.С 1-го января,ежедневные попытки продлить полис не увенчались успехом.Сначала РГС предлагал перейти на сайт ИНГОССТРАХа,затем на РЕСО,а теперь постоянно выдаёт какие-то ошибки.Попытки купить е-ОСАГО в ИНГОССТРАХе,СОГЛАСИИ,РЕСО и ВСК также абсолютно бесполезны.Страховые компании... ",1.0,14 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223177/?page=374
rosgosstrah,Москва,ОСАГО,Мой первый страховой случай.,"Ну вот и случилось.Чего ни кто,не хочет.В меня врезались.Застрахован в Росгосстрахе.После ДТП вызвал ГИБДД.Оформил все документы.И теперь обращение в страховую компанию.Извещение сделал через интеренет-что порадовало.Если честно-дозвонится по городскому просто не возможно.Удалось только по мобильному короткому номеру.Решил поехать в Долгопрудный.По... ",,13 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223160/?page=374
rosgosstrah,Мурманск,ОСАГО,ОСАГО без ДОПОВ не оформляют.,"Первый мой опыт общения с Росгосстрахом был два года назад, тогда мне сказали, что все мои накопленные КДМ они учитывать неhttp://feedback.altcms.local/UserReviewsOnControl/List.aspx?Id=81681 будут. Застраховали по полной стоимости + пришлось открывать вклад на 50000 руб., чтобы не покупать дополнительные услуги. Вклад через неделю закрыл, но КДМ потерял... ",1.0,13 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/223152/?page=374
rosgosstrah,Феодосия,ОСАГО,Оформление ОСАГО,"Не советую оформлять ОСАГО в страховой компании Росгосстраха по Адмиральскому Бульвару д.6Г, при оформлении бонусы безаварийной езды не учитываются и насильно заставляют оформлять дополнительную страховку водителя транспорта. Беспредел.",,10 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/222965/?page=375
rosgosstrah,Липецк,ОСАГО,Информацию по ОСАГО не отправили в РСА,"В декабре 2015 года заключил договор ОСАГО в ""Росгосстрахе"". Сейчас проверил по единой базе данных РСА свой автомобиль по VIN, а авто под таким VIN не значится. Находящийся у меня на руках полис ОСАГО значится, как находящийся в ""Росгосстрахе"". По этим причинам я не могу заключить договор ОСАГО по электронной почте ни с какими страховыми компаниями.... ",,10 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/222945/?page=375
rosgosstrah,Москва,ОСАГО,Разочаровался в Росгосстрахе,"4 года страховал авто в компании РГС в офисе на Каширском шоссе 45 и всё устраивало, но в этом году (04.01.2017) встретили отвратительно, хотя зал был пуст и я был единственным клиентом. Ну да ладно, говорю: мне ОСАГО на авто (116 л.с.) ограниченная (я и жена). И тут мне сообщают: Вам ""сюрпрайз"", вместо 4500 с копейками с этого года 9100 с копейками,... ",1.0,09 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/222902/?page=376
rosgosstrah,Москва,Каско,"Мошенники, не выполняют условия договора","Решил оформить КАСКО в Росгострахе потому, что при покупке авто мне порекомендовали дилеры эту компанию, как имеющую низкие тарифы. Поверил, но не проверял все нюансы. Купил полис без проблем. Проблемы начались позже. Водительский стах у меня > 30 лет. Никогда не был виновником ДТП. Первый страховой случай - во дворе немного помяли заднюю дверь машины... ",1.0,09 янв 2017,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/222890/?page=376
rosgosstrah,Наро-Фоминск,ОСАГО,Жулики............,В последнее время страховался на протяжении 4-5 лет в одной страховой компании и у одного того же страховщика Татьяна Алексеевна.Страховщица Татьяна Алексеевна страховала на дому .Старые полюса забирала говорила что отчитываться надо за скидки перед начальством. Страхует по максимальной вышке ей плевать что у человека стаж с 1999 года. Поставила КБ... ,1.0,23 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/222235/?page=378
rosgosstrah,Оренбург,ОСАГО,Страх и ненависть в Росгосстрахе,"Полтора года назад столкнулся с очень неприятной для любого разумного гражданина ситуацией-ДТП. Причём как принято у нормальных людей, без приключений не обошлось.Я один из тех людей, которые не искали вариантов и пользовались услугами одного и того же страховщика - Росгосстрах. Знаю, что авторитет и репутация этой компании за годы её существования... ",2.0,19 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219925/?page=379
rosgosstrah,Кушва,ОСАГО,страховка ОСАГО,". Позвонил своему страховому агентуОна говорит я там больше не работаю нече там делать.Я поехал в офис , там в трех кабинетах сидят 7 теток клиентов нет.Я спросил можно ли застраховать авто,одна не смотря на меня сказала иди к своему страховому агенту и страхуй.Я говорю мой страховой агент уволился ,дали мне телефон чей-то,я говорю это кто а они агент... ",1.0,16 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219812/?page=379
rosgosstrah,Москва,ОСАГО,Как оформляю ОСАГО в Москве регионам!,"Все описывать не буду, напишу отзыв который я оставила на сайте Росгосстраха. Он в полной мере описывает как оформляют страховку в Москве регионам. По получению ответа от страховщика, выложу его сюда вместе с заявлением в РСА И ЦБ.",,15 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219733/?page=379
rosgosstrah,Чебоксары,ОСАГО,Обманывают клиентов,06.12.2016 произошло ДТП с участием 3-х авто.виновным гаи признало водителя который как оказалось позже застрахован в ргс.,,14 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219635/?page=379
rosgosstrah,Ялта,ОСАГО,ОСАГО с доп.услугами,"В прошлом году застраховал автомобиль рядом с МРЭО при переоформлении на российский техпаспорт за 2150 рублей. Сегодня отдал документы оператору, чтобы переоформить ещё на год, жду...Отдаёт, говорит 4180 рэ ! Без дополнительной страховки имущества и липового тех. осмотра , который я якобы уже прошёл В СИМФЕРОПОЛЕ у какого-то частного предпринимателя... ",1.0,12 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219451/?page=380
rosgosstrah,Курск,ДМС,Страхование Жизни - Надежная финансовая защита вашей семьи!!!,"Взаимодействие с РГС началось в 2013 году. Обслуживание на высшем уровне, было предложено несколько программ страхования жизни, рассказали все преимущества, я выбрала для себя подходящую программу с ежемесячным взносом денежных средств. Когда получила травму, обратилась за помощью в страховой отдел, консультацию по сбору док-тов дали в полном объеме,... ",5.0,11 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219425/?page=380
rosgosstrah,Оренбург,ОСАГО,ОСАГО без поборов!,"8 декабря получил полис ОСАГО в филиале компании ПАО СК Росгосстрах без дополнительных поборов. Подождал некоторое время и проверил по базе РСА - ВСЕ В НОРМЕ. КБМ, территориальный коэф-нт - все учитывалось. Очередь в филиале была из одного человека. Пять лет назад я не мог застраховаться в Росгосстрахе без дополнительных поборов и пришлось уйти в другую... ",5.0,11 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219406/?page=380
rosgosstrah,Няндома,ОСАГО,Навязывают доп. услуги,"История знакомая многим.Страхуют только с допами. Но больше всего отмечу ни страхового агента как все , а систему жалом любимого РГС. Пожаловаться по телефонам горячей линии на сотрудников нельзя!Только через сайт.На сайте благо можно!НО!Когда я оставлял жалобу меня лишь спросили регион в котором я проживаю!Т.е. ни город, ни номер офиса, ни сотрудника!!!Только... ",,09 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219370/?page=380
rosgosstrah,Екатеринбург,ДМС,не возвращают деньги,"Раньше бы я всем порекомендовал ""Росгосстрах"". Был его клиентом немало лет. но вот сейчас...Осенью этого года мне пришлось досрочно расторгнуть договор страхования жизни (Росгосстрах Жизнь), по которой я исправно платил взносы более 5 лет. Собрал полный пакет документов, взял справку в налоговой, пришёл в офис РГС, всё оформил. После расторжения договора... ",2.0,08 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219286/?page=381
rosgosstrah,Новороссийск,ОСАГО,страховка осаго,застраховал в январе в ростове ваз 2107 10850р-в марте сдал в утиль машину -попросил вернуть часть страховки-отказ написал претензию-отвечает нач ростовского филиала несмотря на офиц справку и письмо -что якобы машина неутилизирована ездит пытался судиться -адвокат гов дороже суд обойдется короче самая поганая компания у меня и отец попадал в аварию... ,1.0,06 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219135/?page=381
rosgosstrah,Воронеж,ОСАГО,"5декабря 2016г,обратился в воронежский росгосстрах за страховкой осаго","кошмар навязывают доп страховки, что в центральном офисе что в фелеалах до начальства не достучишся,а в центральном офисе(ул.10905года)не дают кснигу жалоб говорят украли.прождал в очередях целый день и результат надо идти к секретарю писать заявление на осаго потом в течении 5 дней пригонять машину на осмотр,а уж потом в течении месяца ждать разрешения... ",1.0,05 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219119/?page=381
rosgosstrah,Рославль,Обслуживание,Навязывание своих услуг а после отказ от своих обязательств,В салоне мтс купил телефон и продавец посоветовал дополнительную страховку от росгосстрах.Когда действительно телефон разбился вспомнил за что я платил и подал заявление.20 дней ждал ответ и пришел с решением что это не страховой случай.Я еще попробую как то обжаловать но понимаю что бесполезно.Все эти организации на мошенничестве развернулись.Никто... ,,03 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/219015/?page=382
rosgosstrah,Москва,ОСАГО,Европротокол осаго,"Я потерпевший и застрахован в этом пережитке совка с очередями, не работающей линии поддержки, отсутствием офисов и отношением как в бесплатной поликлинике.Оформление по европротоколу- докапываться до запятой поставленной не там. Документы надо сначала вбить в электронном виде-потом привезти отсидеть очередь в 2 часа,записаться на осмотр через 8 дней,... ",1.0,01 дек 2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/218839/?page=382
