,company,city,product,header,review,mark,date,link,full_review,class
509,rosgosstrah,Санкт-Петербург,Обслуживание,УЖАС или КАТАСТРОФА в обслуживании!,"ОЧЕНЬ ПЛОХО и ПЕЧАЛЬНО! Отделение в СПб., на Стартовой 8. На стойках информации, как на подбор, очень печальный персонал. После сбоя программы электронной очереди 4 сидящих сотрудницы, кстати за одной стойкой информации, НЕ ЗНАЮТ что же делать с людьми в такой ситуации и решили всех разогнать куда-хотите, в ближайшее отделение в 46 км. от них или а... ",1.0,03-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208579/?page=408,ужас или катастрофа в обслуживании  очень плохо и печально  отделение в спб   на стартовой    на стойках информации  как на подбор  очень печальный персонал  после сбоя программы электронной очереди   сидящих сотрудницы  кстати за одной стойкой информации  не знают что же делать с людьми в такой ситуации и решили всех разогнать куда хотите  в ближайшее отделение в    км  от них или а    ,-1.0
510,rosgosstrah,Москва,ОСАГО,Недовольство,Росгосстрахе Саратов не могу застраховать авто очередь не реальная персонал очень по хамски себя ведёт не каких справок не даёт очень грубый филиалов много по городу смысла нет там берут доп плату за кокиета сомнительные услуги одним словом Г***О ухожу от вас Владимир саратов,1.0,03-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208509/?page=408,недовольство росгосстрахе саратов не могу застраховать авто очередь не реальная персонал очень по хамски себя вед т не каких справок не да т очень грубый филиалов много по городу смысла нет там берут доп плату за кокиета сомнительные услуги одним словом г   о ухожу от вас владимир саратов,-1.0
511,rosgosstrah,Красноярск,ОСАГО,Страховой случай,"В офисе на Мате Залки сотрудники работать вообще не хотят, сдать документы при наступлении ДТП просто невозможн, на данный момент стою в очереди 4,5 часа. Передо мной люди в очереди стоят со вчерашнего дня(не успели вчера сдать документы) просто жесть!!!",1.0,03-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208505/?page=408,страховой случай в офисе на мате залки сотрудники работать вообще не хотят  сдать документы при наступлении дтп просто невозможн  на данный момент стою в очереди     часа  передо мной люди в очереди стоят со вчерашнего дня не успели вчера сдать документы  просто жесть   ,-1.0
513,rosgosstrah,Березники,ОСАГО,наглёж да и только,Приехал делать ОСАГО у меня был страх.случай по моей вине она посмотрела и говорит все скидки у вас закончились на 3 года + страховка жизни раз ты аварийщик + тех .осмотр 1080 = около 9000 р я говорю я завтра расторгну доп страховку она : только в Перми.ОБОРЗЕЛИ. Поехал и прошел не по далёку ТО за 399руб. Вот так вот дурят нашего брата.До этого сколько... ,1.0,02-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208492/?page=408,нагл ж да и только приехал делать осаго у меня был страх случай по моей вине она посмотрела и говорит все скидки у вас закончились на   года   страховка жизни раз ты аварийщик   тех  осмотр        около      р я говорю я завтра расторгну доп страховку она   только в перми оборзели  поехал и прошел не по дал ку то за    руб  вот так вот дурят нашего брата до этого сколько    ,-1.0
514,rosgosstrah,Москва,Каско,С Росгосстрахом больше никаких страховок!,"Самая гнилая компания, из тех, с которыми пришлось иметь дело, это Росгосстрах! Не связывайтесь! Купили полис каско у них, отремонтировали лобовое стекло (попал камень), через три месяца предъявили- полис поддельный, верните деньги за ремонт! Сто раз подумайте, прежде, чем связаться с этой ""компанией""!!!",2.0,02-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208471/?page=408,с росгосстрахом больше никаких страховок  самая гнилая компания  из тех  с которыми пришлось иметь дело  это росгосстрах  не связывайтесь  купили полис каско у них  отремонтировали лобовое стекло  попал камень   через три месяца предъявили  полис поддельный  верните деньги за ремонт  сто раз подумайте  прежде  чем связаться с этой  компанией    ,-1.0
515,rosgosstrah,Москва,Каско,Неописуемое кидалово,"Заканчивается год КАСКО в росгосстрахе. 2 страховых случая, в обоих не очень серьезный кузовной ремонт. В обоих частичный отказ после многочасовых очередей и многонедельных ожиданий - без объяснения причин. Любая попытка обжаловать - только физически съездить в офис, часовые ожидания, написания писем, отказы просто потому что захотелось. Колл-центр... ",1.0,02-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208469/?page=408,неописуемое кидалово заканчивается год каско в росгосстрахе    страховых случая  в обоих не очень серьезный кузовной ремонт  в обоих частичный отказ после многочасовых очередей и многонедельных ожиданий   без объяснения причин  любая попытка обжаловать   только физически съездить в офис  часовые ожидания  написания писем  отказы просто потому что захотелось  колл центр    ,-1.0
516,rosgosstrah,Москва,ОСАГО,продление страховки,Добрый день . Оставляю отзыв Россгострах! Третью неделю кормят завтраками по продлению страховки. Сегодня схлопотал 800 рублей штраф из за того что в очередной раз поехал в страховую на Маршала Жукова 51. Говорят что не работает база по регионам. При этом в каком филиале работает кол центр не говорит. Мол надо в каждый приезжать и спрашивать))) Я в... ,1.0,02-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208453/?page=408,продление страховки добрый день   оставляю отзыв россгострах  третью неделю кормят завтраками по продлению страховки  сегодня схлопотал     рублей штраф из за того что в очередной раз поехал в страховую на маршала жукова     говорят что не работает база по регионам  при этом в каком филиале работает кол центр не говорит  мол надо в каждый приезжать и спрашивать    я в    ,-1.0
517,rosgosstrah,Санкт-Петербург,ОСАГО,"Это банальный «дурдом» и издевательство! Скорей потраченное время и нервы вы получите, а не страховую выплату по ОСАГО.","Росгосстрах наверно самая плохая страховая компания.Я являюсь владельцем авто, муж попал в ДТП в роли “терпилы”. На подачу документов в отделе урегулирования убытков страховой компании на Стартовой, ожидали в очереди 4 часа, примем клиентов ведется по каким то немыслимым параметрам. Выдали карту, сказав что через 3 дня можно снять д/с. Пошла вторая... ",1.0,02-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208436/?page=408,это банальный  дурдом  и издевательство  скорей потраченное время и нервы вы получите  а не страховую выплату по осаго  росгосстрах наверно самая плохая страховая компания я являюсь владельцем авто  муж попал в дтп в роли  терпилы   на подачу документов в отделе урегулирования убытков страховой компании на стартовой  ожидали в очереди   часа  примем клиентов ведется по каким то немыслимым параметрам  выдали карту  сказав что через   дня можно снять д с  пошла вторая    ,-1.0
518,rosgosstrah,Канск,ОСАГО,Оформление ОСАГО,"сегодня у меня ОСАГО заканчивается, поехала продлить.. ну про очередь в сто человек умолчу. Захожу значит, мне очень приветливо и сочувственно страховой агент говорит ""Ой как взлетели тарифы со вчерашнего дня, мы сами в шоке.. "" я говорю а что то в СМИ не было информации.. ну она плечами пожала,мол не ведаю... я говорю ну сумму то озвучьте.. в прошлом... ",1.0,02-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208424/?page=409,оформление осаго сегодня у меня осаго заканчивается  поехала продлить   ну про очередь в сто человек умолчу  захожу значит  мне очень приветливо и сочувственно страховой агент говорит  ой как взлетели тарифы со вчерашнего дня  мы сами в шоке     я говорю а что то в сми не было информации   ну она плечами пожала мол не ведаю    я говорю ну сумму то озвучьте   в прошлом    ,-1.0
519,rosgosstrah,Москва,Обслуживание,Продление страховки,"Это просто филиал Ада на земле!!! Страховали автомобиль повторно. По телефону сказали приезжать в любое время и автомобиль будет застрахован, но оказалось все не так просто!!! Записались на конкретную дату (на три недели вперед) после ожидания в трехдневной очереди (ходили как на работу с 9.00 до 17.00) высокомерная дамочка изволила заявить, что страховать... ",1.0,01-Aug-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208389/?page=409,продление страховки это просто филиал ада на земле    страховали автомобиль повторно  по телефону сказали приезжать в любое время и автомобиль будет застрахован  но оказалось все не так просто    записались на конкретную дату  на три недели вперед  после ожидания в трехдневной очереди  ходили как на работу с      до        высокомерная дамочка изволила заявить  что страховать    ,-1.0
520,rosgosstrah,Самара,ДМС,Выплата по страховке,"Застраховала детей от несчастного случая. В мае ребенка (5 лет) укусила на улице собака. Прошли лечение, собрали все справки, отдали в компанию на выплату страховки. Выплатили 30 рублей (тридцать!!! ТРИДЦАТЬ РУБЛЕЙ!!!) Не разорились?!?! Позор!",1.0,30-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208324/?page=409,выплата по страховке застраховала детей от несчастного случая  в мае ребенка    лет  укусила на улице собака  прошли лечение  собрали все справки  отдали в компанию на выплату страховки  выплатили    рублей  тридцать    тридцать рублей     не разорились     позор ,-1.0
521,rosgosstrah,Екатеринбург,ОСАГО,наглеют в открытую!,"Заблаговременно приехал в офис,были технические неполадки,ну думал черт с ним,приеду завтра,приезжаю опять та же история и агент говорит вам без дополнительного страхования за жизнь все равно не сделаю. Позвонил в другой офис, то же база не работает,или полисов нет.Позвонил все таки в отделение на уралмаше, сказали скачай, распечатай, заполни заявление... ",1.0,29-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208264/?page=410,наглеют в открытую  заблаговременно приехал в офис были технические неполадки ну думал черт с ним приеду завтра приезжаю опять та же история и агент говорит вам без дополнительного страхования за жизнь все равно не сделаю  позвонил в другой офис  то же база не работает или полисов нет позвонил все таки в отделение на уралмаше  сказали скачай  распечатай  заполни заявление    ,-1.0
522,rosgosstrah,Нягань,ОСАГО,Дополнительный полис,Подскажите законно ли мне при оформлении страховки осаго выписали дополнительный полис за 2000 руб? страхование водителя причём без моего согласия. Мой автомобиль обошёлся в 9800 руб. Это я считаю большая сумма для осаго.,1.0,28-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/208212/?page=410,дополнительный полис подскажите законно ли мне при оформлении страховки осаго выписали дополнительный полис за      руб  страхование водителя прич м без моего согласия  мой автомобиль обош лся в      руб  это я считаю большая сумма для осаго ,-1.0
523,rosgosstrah,Москва,ОСАГО,"Жаль, что жулье, работающее в компании портит репутацию Росгосстрах","В отношении сотрудников ""Росгосстрах"" Москва, ул. Тарусская, 18, корп.1 только негативные отношения.Обратился к ним 27.07.2016г. Необходимо было оформить полис ОСАГО.Пока сидел в очереди услышал следующее: Человек страхует свою машину. Заведомо на сайте Росгосстраха расчитал сумму за ОСАГО на свое авто. По калькулятору сумма оказалась 10тр с копейками.... ",1.0,27-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/206185/?page=410,жаль  что жулье  работающее в компании портит репутацию росгосстрах в отношении сотрудников  росгосстрах  москва  ул  тарусская      корп   только негативные отношения обратился к ним           г  необходимо было оформить полис осаго пока сидел в очереди услышал следующее  человек страхует свою машину  заведомо на сайте росгосстраха расчитал сумму за осаго на свое авто  по калькулятору сумма оказалась   тр с копейками     ,-1.0
524,rosgosstrah,Санкт-Петербург,ОСАГО,Специально не передают данные по КБМ чтобы не уходили от них!,"Страховался в этой компании, в итоге они не передали мои данные в общую базу РСА, и теперь чтобы восстановить мой коэффициент требуется куча времени и сил, в том числе на расследование причин. При том что я сразу этого не знал, когда страховался в следующий раз, мне во всех страховых называли одну и ту же сумму, я подумал, что так и должно быть, уже... ",1.0,27-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/206178/?page=410,специально не передают данные по кбм чтобы не уходили от них  страховался в этой компании  в итоге они не передали мои данные в общую базу рса  и теперь чтобы восстановить мой коэффициент требуется куча времени и сил  в том числе на расследование причин  при том что я сразу этого не знал  когда страховался в следующий раз  мне во всех страховых называли одну и ту же сумму  я подумал  что так и должно быть  уже    ,-1.0
525,rosgosstrah,Казань,ОСАГО,Навязывают дополнительные услуги,"С целью продления полиса ОСАГО обратился в офис по ул. Академика Кирпичникова, 12. Очереди длинные, принимают по 1-му человеку в 30 минут.Отстояв в очереди пол дня получил ответ о том что продадут полис только при покупке страхования жизни и техосмотр пройденный в организации аккредитованной РСА они не принимают, необходим техосмотр от Росгосстрах... ",1.0,26-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/206099/?page=411,навязывают дополнительные услуги с целью продления полиса осаго обратился в офис по ул  академика кирпичникова      очереди длинные  принимают по   му человеку в    минут отстояв в очереди пол дня получил ответ о том что продадут полис только при покупке страхования жизни и техосмотр пройденный в организации аккредитованной рса они не принимают  необходим техосмотр от росгосстрах    ,-1.0
526,rosgosstrah,Ростов-на-Дону,ОСАГО,навязывание услуг,селиванова31 ростов на дону 27072016 вышла девушка к клиентам которые ждали своей очереди и заявила что без дополнительных услуг на сумму 5тр делать страховки не будет после того как клиентами был вызван наряд полиции вообще прекратила оформлять полисы мотивируя тем что нужно писать заявления на оформление страховки но бланки клиенты должны сами распечатать... ,1.0,25-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/206038/?page=411,навязывание услуг селиванова   ростов на дону          вышла девушка к клиентам которые ждали своей очереди и заявила что без дополнительных услуг на сумму  тр делать страховки не будет после того как клиентами был вызван наряд полиции вообще прекратила оформлять полисы мотивируя тем что нужно писать заявления на оформление страховки но бланки клиенты должны сами распечатать    ,-1.0
527,rosgosstrah,Москва,ОСАГО,Ужасная фирма!,"Обращаюсь в Росгосстрах регулярно, так как офис находится недалеко от моего дома. И каждый раз какие-то косяки! То нет бланков, то не могут сделать скидку, так как в базе нет моего полиса, но когда показала полис, то скидку сделали. То в отделении нет денег, то не работает банкомат. В офисе постоянно очередь недовольных людей.Но в этот раз я точно... ",1.0,24-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/206020/?page=411,ужасная фирма  обращаюсь в росгосстрах регулярно  так как офис находится недалеко от моего дома  и каждый раз какие то косяки  то нет бланков  то не могут сделать скидку  так как в базе нет моего полиса  но когда показала полис  то скидку сделали  то в отделении нет денег  то не работает банкомат  в офисе постоянно очередь недовольных людей но в этот раз я точно    ,-1.0
528,rosgosstrah,Пенза,ОСАГО,Пенза Дзержинского 5 а,"22,07,16 я обратился в отделение РосГосСтрах по улице Дзержинского 5а г,Пенза с вопросом продления полиса осаго , как полагается пришел , отстоял немалую очередь , дождался своей и прошел , общался с менеджером Трусовой Анной , вовремя разговора я спросил обязательно ли страхование жизни и можно ли обойтись без этого так как я думал что если я страхуюсь... ",2.0,22-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205956/?page=411,пенза дзержинского   а          я обратился в отделение росгосстрах по улице дзержинского  а г пенза с вопросом продления полиса осаго   как полагается пришел   отстоял немалую очередь   дождался своей и прошел   общался с менеджером трусовой анной   вовремя разговора я спросил обязательно ли страхование жизни и можно ли обойтись без этого так как я думал что если я страхуюсь    ,-1.0
529,rosgosstrah,Барнаул,Обслуживание,РОСГОССТРАХ ГОРОД БАРНАУЛ ПРОЛЕТАРСКАЯ 65,"Отвратительное обслуживание клиентов, регламент рабочего времени не соблюдается!!!Пропустил одну бумагу(лицевой счет банковской карты) пришлось отлучиться, спросил до скольки работают(сидели две девушки, одна из них ответила мы до 17:30) Хорошо, пришел я в 17:10 сидит одна девушка работает с клиентом.Спросил может ли принять меня, на что ответила:... ",1.0,22-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205946/?page=412,росгосстрах город барнаул пролетарская    отвратительное обслуживание клиентов  регламент рабочего времени не соблюдается   пропустил одну бумагу лицевой счет банковской карты  пришлось отлучиться  спросил до скольки работают сидели две девушки  одна из них ответила мы до        хорошо  пришел я в       сидит одна девушка работает с клиентом спросил может ли принять меня  на что ответила     ,-1.0
531,rosgosstrah,Лесосибирск,ОСАГО,Чужой Тех.осмотр не принимают,"20.07.16 Обратился за продлением ОСАГО-отказ,т.к. принимают ТО только проведённое у них.Хотя я прошёл Т.Осмотр в специализированном центре,имеющем и оборудование и все сертификаты.В РГС осмотр только на бумаге,ФАКТИЧЕСКИ--ФИКТИВНЫЙ.",1.0,21-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205893/?page=412,чужой тех осмотр не принимают          обратился за продлением осаго отказ т к  принимают то только провед нное у них хотя я прош л т осмотр в специализированном центре имеющем и оборудование и все сертификаты в ргс осмотр только на бумаге фактически  фиктивный ,-1.0
534,rosgosstrah,Ижевск,ДМС,Не выплачивают деньги при наступлении страхового случая,"Застраховала сына. После обращения о несчастном случае сказали выплатят сумму на карту РГС в течении 2 недель (карту они сами мне выдали и с нее автоматом вычитается 50 руб за пользование смс-оповещением, хотя оно мне было не нужно) . Прошло уже 3 недели! В офисе длинные, медленно продвигающиеся очереди. Дозвониться до оператора невозможно...осталось... ",1.0,19-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205733/?page=413,не выплачивают деньги при наступлении страхового случая застраховала сына  после обращения о несчастном случае сказали выплатят сумму на карту ргс в течении   недель  карту они сами мне выдали и с нее автоматом вычитается    руб за пользование смс оповещением  хотя оно мне было не нужно    прошло уже   недели  в офисе длинные  медленно продвигающиеся очереди  дозвониться до оператора невозможно   осталось    ,-1.0
535,rosgosstrah,Курск,ОСАГО,Навязывание доп. страховки,"Сегодня обратился по ОСАГО в филиал Росгосстраха в г. Курске ул. Чумаковская 4, мне сразу предложили застраховать жизнь, я отказался, тогда сказали чтобы я самостоятельно нашел в интернете бланк заявления на страхование по ОСАГО, скачал и заполнил его, сделал копии с документов (права, свидетельство о регистрации ТС, паспорт, диагност. карта) и с этим... ",1.0,18-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205699/?page=413,навязывание доп  страховки сегодня обратился по осаго в филиал росгосстраха в г  курске ул  чумаковская    мне сразу предложили застраховать жизнь  я отказался  тогда сказали чтобы я самостоятельно нашел в интернете бланк заявления на страхование по осаго  скачал и заполнил его  сделал копии с документов  права  свидетельство о регистрации тс  паспорт  диагност  карта  и с этим    ,-1.0
536,rosgosstrah,Ярославль,ОСАГО,Жалоба на незаконное навязывания услуг,"Обратилась в компанию (офис г. Ярославль, ул. Космонавтов 11, ДЦ Яковлевский ) получить полис ОСАГО, на что ""специалисты"" сказали, что они не будут оформлять без дополнительного страхования жизни, если я не согласна, то они мне откажут. Но ведь это нарушение законодательства, вели сотрудники грубо, на мою претензию отреагировали просто ужасно, книгу... ",1.0,18-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205660/?page=413,жалоба на незаконное навязывания услуг обратилась в компанию  офис г  ярославль  ул  космонавтов     дц яковлевский   получить полис осаго  на что  специалисты  сказали  что они не будут оформлять без дополнительного страхования жизни  если я не согласна  то они мне откажут  но ведь это нарушение законодательства  вели сотрудники грубо  на мою претензию отреагировали просто ужасно  книгу    ,-1.0
537,rosgosstrah,Москва,Каско,Отвратительное впечатление от общения с компанией,"В течение двух дней пытались рассчитать КАСКО человек пять или шесть так называемых специалистов данной страховой компании. Первоначально мне была озвучена цена в 8600 рублей, которая меня полностью устроила. Мне пообещали перезвонить, но никто не удосужился этого сделать. Прислали по электронной почте номер расчета без указания сотрудника. В течение... ",1.0,16-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205626/?page=413,отвратительное впечатление от общения с компанией в течение двух дней пытались рассчитать каско человек пять или шесть так называемых специалистов данной страховой компании  первоначально мне была озвучена цена в      рублей  которая меня полностью устроила  мне пообещали перезвонить  но никто не удосужился этого сделать  прислали по электронной почте номер расчета без указания сотрудника  в течение    ,-1.0
538,rosgosstrah,Лабинск,ОСАГО,"2015г- 4900, 2016- 12450р. Стань клиентом Росгосстрах! ","Голова сдесь точно не управляет филлиалами а те, в свою очередь, агентами. Страховал свою семерочку в 15 году первый раз в компании, в Геленджике. Обошлось 4900. В 16г. опять обратился к ним но паравда в другом городе но тотже Краснодарский край, г Лабинск. Офис не работает по тех причинам. Отправили к агентам. Один агент заявил, что полюсов нет а... ",1.0,14-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205578/?page=413,    г                   р  стань клиентом росгосстрах   голова сдесь точно не управляет филлиалами а те  в свою очередь  агентами  страховал свою семерочку в    году первый раз в компании  в геленджике  обошлось       в   г  опять обратился к ним но паравда в другом городе но тотже краснодарский край  г лабинск  офис не работает по тех причинам  отправили к агентам  один агент заявил  что полюсов нет а    ,-1.0
539,rosgosstrah,Улан-Удэ,ОСАГО,стало в два раза дороже,"Сегодня страховку делал на Акбэсе в Надежде просидев пол дня, в итоге моя очередь, Я им говорю месяц назад я тут страховался, и мне сказали что следующий раз будет страховка без страхования жизни, в ответ слышу вы страховались в другой компаний мы Агенты, я его спрашиваю а вы какая компания в ответ тишина, ладно задаю вопрос сколько будет стоить страховка... ",1.0,13-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/205487/?page=414,стало в два раза дороже сегодня страховку делал на акбэсе в надежде просидев пол дня  в итоге моя очередь  я им говорю месяц назад я тут страховался  и мне сказали что следующий раз будет страховка без страхования жизни  в ответ слышу вы страховались в другой компаний мы агенты  я его спрашиваю а вы какая компания в ответ тишина  ладно задаю вопрос сколько будет стоить страховка    ,-1.0
540,rosgosstrah,Тамбов,ОСАГО,Не страхуйтесь здесь!!!,"Ужасная организация, жулики одним словом.Мало того что вместе с полисом ОСАГО застраховали жизнь, так еще и имущество. При попытке отказаться от страхования жизни, заявление не приняли. Когда же кончится этот бардак?",1.0,12-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/203430/?page=414,не страхуйтесь здесь    ужасная организация  жулики одним словом мало того что вместе с полисом осаго застраховали жизнь  так еще и имущество  при попытке отказаться от страхования жизни  заявление не приняли  когда же кончится этот бардак ,-1.0
542,rosgosstrah,Ульяновск,ОСАГО,договор ОСАГО - тихий ужас!!!,"Во-первых, во всех офисах очереди (небольшие, но движутся очень медленно, т.к. принимают по 1 человеку в полчаса!!!)Во-вторых, насчитали страховку в 2 раза больше расчетной (накинули дополнительную страховку жизни 5500 руб!!!)И в-третьих, попросили паспорта и СНИЛС, чтобы перевести накопительную часть пенсии в росгосстрах!!! Иначе, говорят не будем... ",1.0,11-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/203380/?page=414,договор осаго   тихий ужас    во первых  во всех офисах очереди  небольшие  но движутся очень медленно  т к  принимают по   человеку в полчаса    во вторых  насчитали страховку в   раза больше расчетной  накинули дополнительную страховку жизни      руб    и в третьих  попросили паспорта и снилс  чтобы перевести накопительную часть пенсии в росгосстрах    иначе  говорят не будем    ,-1.0
543,rosgosstrah,Волгоград,ОСАГО,Проблемы с коэффициентом БМ,"Одна из самых недобросовестных компаний! В феврале 2016 была произведена замена водительского удостоверения в связи с окончанием срока, в марте обращался в филиал с вопросом о внесении новых реквизитов ВУ в базу данных РСА - мне отказали, сказали что мы не знаем как вносить эти изменения, да и в программе это не предусмотрено, предложили заменить полис... ",1.0,11-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/203359/?page=414,проблемы с коэффициентом бм одна из самых недобросовестных компаний  в феврале      была произведена замена водительского удостоверения в связи с окончанием срока  в марте обращался в филиал с вопросом о внесении новых реквизитов ву в базу данных рса   мне отказали  сказали что мы не знаем как вносить эти изменения  да и в программе это не предусмотрено  предложили заменить полис    ,-1.0
544,rosgosstrah,Кронштадт,ОСАГО,Попытка вписать в договор Жену,"Уезжаем через два дня (рано утром) ,ехать 2500 км. , решил вписать жену в свою страховку. Сотрудник ""РОСГОВНОСТРАХА"" не смог внести изменение в полис ОСАГО, якобы для этого ему необходимо два дня. (в соответствии с каким-то законом).",1.0,07-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/203224/?page=415,попытка вписать в договор жену уезжаем через два дня  рано утром   ехать      км    решил вписать жену в свою страховку  сотрудник  росговностраха  не смог внести изменение в полис осаго  якобы для этого ему необходимо два дня   в соответствии с каким то законом  ,-1.0
545,rosgosstrah,Новосибирск,ОСАГО,Продление договора ОСАГО,"У моего мужа заканчивался срок действия страховки 6.07.2016 он приехал в офис на Кирова для продления в этот же день ему насчитали сумму 1910 р , а в квитанции указали 1260 р. Когда муж спросил за что еще 650 руб сказали за срочность, хотя когда он делал страховку ему сказали продлевать в день окончания. Муж постоянно страховался в Росгосстрахе и не... ",1.0,07-Jul-2016,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/203186/?page=415,продление договора осаго у моего мужа заканчивался срок действия страховки           он приехал в офис на кирова для продления в этот же день ему насчитали сумму      р   а в квитанции указали      р  когда муж спросил за что еще     руб сказали за срочность  хотя когда он делал страховку ему сказали продлевать в день окончания  муж постоянно страховался в росгосстрахе и не    ,-1.0
